timestamp,Consommation,tcdcclm,tmp2m,prate,month,week,weekday,hour,flag_holiday,flag_long_weekend
2016-01-13 20:00:00,4571.0,68.96071923595113,4.838372939074469,0.0140297212682022,1,2,2,20,False,False
2016-01-13 20:30:00,4406.0,73.13175586170354,5.072693891776976,0.0213782232503739,1,2,2,20,False,False
2016-01-13 21:00:00,4269.0,77.30279248745595,5.3070148444794825,0.0287267252325457,1,2,2,21,False,False
2016-01-13 21:30:00,4367.0,78.86282143653335,5.369114912651975,0.0321919677618421,1,2,2,21,False,False
2016-01-13 22:00:00,4293.0,80.42285038561077,5.431214980824468,0.0356572102911385,1,2,2,22,False,False
2016-01-13 22:30:00,4391.0,80.43516626333968,5.413301083328757,0.037755093551399,1,2,2,22,False,False
2016-01-13 23:00:00,4481.0,80.44748214106859,5.395387185833046,0.0398529768116597,1,2,2,23,False,False
2016-01-13 23:30:00,4255.0,71.61982648323635,5.17104884268309,0.0537014876788719,1,2,2,23,False,False
2016-01-14 00:00:00,4274.0,62.7921708254041,4.9467104995331335,0.0675499985460842,1,2,3,0,False,False
2016-01-14 00:30:00,4155.0,62.7921708254041,5.029178872827609,0.0778715400844563,1,2,3,0,False,False
2016-01-14 01:00:00,4019.0,62.7921708254041,5.111647246122084,0.0881930816228284,1,2,3,1,False,False
2016-01-14 01:30:00,3969.0,66.19721397439169,5.195126070647381,0.1006227444113095,1,2,3,1,False,False
2016-01-14 02:00:00,3971.0,69.60225712337927,5.278604895172678,0.1130524071997906,1,2,3,2,False,False
2016-01-14 02:30:00,3824.0,71.48386355485623,5.276267576225571,0.1339979935963089,1,2,3,2,False,False
2016-01-14 03:00:00,3761.0,73.36546998633318,5.273930257278463,0.1549435799928273,1,2,3,3,False,False
2016-01-14 03:30:00,3641.0,74.31284994943604,5.182237309738974,0.1670237174040172,1,2,3,3,False,False
2016-01-14 04:00:00,3595.0,75.26022991253889,5.090544362199484,0.1791038548152073,1,2,3,4,False,False
2016-01-14 04:30:00,3599.0,76.34270974349695,5.021276073555212,0.1997301088175141,1,2,3,4,False,False
2016-01-14 05:00:00,3611.0,77.42518957445502,4.952007784910941,0.220356362819821,1,2,3,5,False,False
2016-01-14 05:30:00,3761.0,87.56879646472316,4.907404316191129,0.2515589934379937,1,2,3,5,False,False
2016-01-14 06:00:00,3860.0,97.71240335499132,4.862800847471317,0.2827616240561664,1,2,3,6,False,False
2016-01-14 06:30:00,4090.0,97.71240335499132,4.924493916170451,0.2899014850941329,1,2,3,6,False,False
2016-01-14 07:00:00,4285.0,97.71240335499132,4.986186984869584,0.2970413461320995,1,2,3,7,False,False
2016-01-14 07:30:00,4499.0,97.12255620999716,4.950640025815082,0.2592900731481152,1,2,3,7,False,False
2016-01-14 08:00:00,4558.0,96.53270906500298,4.91509306676058,0.2215388001641309,1,2,3,8,False,False
2016-01-14 08:30:00,4651.0,92.71513954359972,4.915562398831699,0.2011033322132797,1,2,3,8,False,False
2016-01-14 09:00:00,4583.0,88.89757002219646,4.916031730902818,0.1806678642624285,1,2,3,9,False,False
2016-01-14 09:30:00,4498.0,84.75362307719647,5.179051812709808,0.1746054113127566,1,2,3,9,False,False
2016-01-14 10:00:00,4476.0,80.60967613219648,5.4420718945168,0.1685429583630847,1,2,3,10,False,False
2016-01-14 10:30:00,4468.0,75.50645053940273,5.680605923414182,0.1689463957429347,1,2,3,10,False,False
2016-01-14 11:00:00,4445.0,70.40322494660899,5.919139952311564,0.1693498331227848,1,2,3,11,False,False
2016-01-14 11:30:00,4438.0,40.48157484919663,6.136557543560931,0.2065155132807123,1,2,3,11,False,False
2016-01-14 12:00:00,4442.0,10.559924751784278,6.353975134810298,0.2436811934386399,1,2,3,12,False,False
2016-01-14 12:30:00,4417.0,10.559924751784278,6.41597939397562,0.2467565280815743,1,2,3,12,False,False
2016-01-14 13:00:00,4369.0,10.559924751784278,6.477983653140942,0.2498318627245088,1,2,3,13,False,False
2016-01-14 13:30:00,4282.0,9.123947122700796,6.350613079910438,0.2328200310814871,1,2,3,13,False,False
2016-01-14 14:00:00,4229.0,7.687969493617311,6.223242506679935,0.2158081994384654,1,2,3,14,False,False
2016-01-14 14:30:00,4145.0,8.306527031524125,5.88843961322611,0.2300543400999647,1,2,3,14,False,False
2016-01-14 15:00:00,4088.0,8.925084569430938,5.553636719772284,0.2443004807614641,1,2,3,15,False,False
2016-01-14 15:30:00,4065.0,12.679318291229013,5.148641210756392,0.2312723256835826,1,2,3,15,False,False
2016-01-14 16:00:00,4065.0,16.433552013027086,4.7436457017404985,0.2182441706057012,1,2,3,16,False,False
2016-01-14 16:30:00,4119.0,19.496275956434225,4.506903034322104,0.2003122082071926,1,2,3,16,False,False
2016-01-14 17:00:00,4153.0,22.55899989984136,4.270160366903709,0.1823802458086841,1,2,3,17,False,False
2016-01-14 17:30:00,4274.0,30.499012952773587,4.324399649929404,0.091190122904342,1,2,3,17,False,False
2016-01-14 18:00:00,4485.0,38.43902600570581,4.3786389329551,0.0,1,2,3,18,False,False
2016-01-14 18:30:00,4656.0,38.43902600570581,4.262508630605248,0.0,1,2,3,18,False,False
2016-01-14 19:00:00,4715.0,38.43902600570581,4.146378328255397,0.0,1,2,3,19,False,False
2016-01-14 19:30:00,4700.0,32.67226033814849,3.817929539205645,0.0,1,2,3,19,False,False
2016-01-14 20:00:00,4537.0,26.90549467059116,3.489480750155893,0.0,1,2,3,20,False,False
2016-01-14 20:30:00,4442.0,22.49269811217121,3.1755870669350488,0.0,1,2,3,20,False,False
2016-01-14 21:00:00,4300.0,18.079901553751267,2.861693383714205,0.0,1,2,3,21,False,False
2016-01-14 21:30:00,4370.0,15.924484425331736,2.71769266806458,0.0,1,2,3,21,False,False
2016-01-14 22:00:00,4317.0,13.769067296912208,2.573691952414954,0.0,1,2,3,22,False,False
2016-01-14 22:30:00,4401.0,12.646472315829266,2.477933856527597,0.0,1,2,3,22,False,False
2016-01-14 23:00:00,4499.0,11.523877334746324,2.3821757606402403,0.0,1,2,3,23,False,False
2016-01-14 23:30:00,4338.0,9.67848430901848,2.427367948104901,0.0,1,2,3,23,False,False
2016-01-15 00:00:00,4319.0,7.833091283290633,2.4725601355695632,0.0,1,2,4,0,False,False
2016-01-15 00:30:00,4232.0,7.833091283290633,2.493749943458833,0.0,1,2,4,0,False,False
2016-01-15 01:00:00,4080.0,7.833091283290633,2.514939751348103,0.0,1,2,4,1,False,False
2016-01-15 01:30:00,4077.0,8.85682564965801,2.512628962324197,0.0100452652426908,1,2,4,1,False,False
2016-01-15 02:00:00,4071.0,9.880560016025385,2.510318173300292,0.0200905304853816,1,2,4,2,False,False
2016-01-15 02:30:00,3942.0,12.431791563411728,2.467450712257156,0.0321786240464735,1,2,4,2,False,False
2016-01-15 03:00:00,3856.0,14.983023110798072,2.42458325121402,0.0442667176075655,1,2,4,3,False,False
2016-01-15 03:30:00,3843.0,19.7286722680116,2.445615394059624,0.0579852807188158,1,2,4,3,False,False
2016-01-15 04:00:00,3804.0,24.47432142522512,2.4666475369052274,0.0717038438300663,1,2,4,4,False,False
2016-01-15 04:30:00,3765.0,29.21178826786944,2.47108263410757,0.0955263740311267,1,2,4,4,False,False
2016-01-15 05:00:00,3822.0,33.949255110513754,2.475517731309913,0.1193489042321871,1,2,4,5,False,False
2016-01-15 05:30:00,3935.0,63.54435735309798,2.3298488775770654,0.2365063939982359,1,2,4,5,False,False
2016-01-15 06:00:00,4093.0,93.1394595956822,2.1841800238442177,0.3536638837642847,1,2,4,6,False,False
2016-01-15 06:30:00,4325.0,93.1394595956822,2.252226574994588,0.4395061452171019,1,2,4,6,False,False
2016-01-15 07:00:00,4507.0,93.1394595956822,2.3202731261449583,0.5253484066699192,1,2,4,7,False,False
2016-01-15 07:30:00,4720.0,93.13196264082792,2.4612875877599683,0.5794016732954453,1,2,4,7,False,False
2016-01-15 08:00:00,4760.0,93.1244656859736,2.6023020493749778,0.6334549399209715,1,2,4,8,False,False
2016-01-15 08:30:00,4863.0,93.09951931930898,2.758664307823036,0.6294052313502999,1,2,4,8,False,False
2016-01-15 09:00:00,4781.0,93.07457295264436,2.9150265662710937,0.6253555227796284,1,2,4,9,False,False
2016-01-15 09:30:00,4777.0,92.09524198003936,3.1593174794594017,0.5791401178964101,1,2,4,9,False,False
