timestamp,Consommation,tcdcclm,tmp2m,prate,month,week,weekday,hour,flag_holiday,flag_long_weekend
2016-03-27 08:30:00,4221.0,95.92196103818549,10.905742026287346,0.0913627849770088,3,12,6,8,False,False
2016-03-27 09:00:00,4390.0,96.35293952623978,11.0577647191228,0.0909852177148553,3,12,6,9,False,False
2016-03-27 09:30:00,4615.0,96.41584626712194,11.205340011096885,0.0956211803188106,3,12,6,9,False,False
2016-03-27 10:00:00,4728.0,96.47875300800408,11.352915303070969,0.100257142922766,3,12,6,10,False,False
2016-03-27 10:30:00,4868.0,96.59484760977288,11.421797155693044,0.1121801664007832,3,12,6,10,False,False
2016-03-27 11:00:00,4976.0,96.71094221154168,11.49067900831512,0.1241031898788005,3,12,6,11,False,False
2016-03-27 11:30:00,5066.0,98.06638723208502,11.517253005707252,0.2066341591139815,3,12,6,11,False,False
2016-03-27 12:00:00,5099.0,99.42183225262838,11.543827003099384,0.2891651283491627,3,12,6,12,False,False
2016-03-27 12:30:00,5199.0,99.42183225262838,11.4322447880403,0.30908300417823,3,12,6,12,False,False
2016-03-27 13:00:00,5169.0,99.42183225262838,11.320662572981217,0.3290008800072973,3,12,6,13,False,False
2016-03-27 13:30:00,5197.0,99.53760415224323,11.206190184440604,0.3642446374350249,3,12,6,13,False,False
2016-03-27 14:00:00,4986.0,99.65337605185812,11.091717795899994,0.3994883948627524,3,12,6,14,False,False
2016-03-27 14:30:00,5022.0,99.61107860939164,10.922228197671558,0.4131985008704919,3,12,6,14,False,False
2016-03-27 15:00:00,4913.0,99.56878116692512,10.752738599443122,0.4269086068782315,3,12,6,15,False,False
2016-03-27 15:30:00,4829.0,99.2748109067094,10.722962810996613,0.4122622676035911,3,12,6,15,False,False
2016-03-27 16:00:00,4755.0,98.98084064649368,10.693187022550106,0.3976159283289507,3,12,6,16,False,False
2016-03-27 16:30:00,4656.0,97.62011426970224,10.648985122233082,0.3750490992885786,3,12,6,16,False,False
2016-03-27 17:00:00,4655.0,96.2593878929108,10.604783221916056,0.3524822702482066,3,12,6,17,False,False
2016-03-27 17:30:00,4610.0,70.77538166461156,10.20738895978019,0.2112103578368225,3,12,6,17,False,False
2016-03-27 18:00:00,4660.0,45.291375436312336,9.809994697644324,0.0699384454254385,3,12,6,18,False,False
2016-03-27 18:30:00,4798.0,45.291375436312336,9.59531234599052,0.0583980397361683,3,12,6,18,False,False
2016-03-27 19:00:00,4957.0,45.291375436312336,9.38062999433672,0.0468576340468982,3,12,6,19,False,False
2016-03-27 19:30:00,5069.0,41.326062964817424,9.037048605802012,0.0400618064036444,3,12,6,19,False,False
2016-03-27 20:00:00,5188.0,37.36075049332251,8.693467217267305,0.0332659787603906,3,12,6,20,False,False
2016-03-27 20:30:00,5294.0,36.19199227811643,8.50243042790929,0.0280544406900674,3,12,6,20,False,False
2016-03-27 21:00:00,5214.0,35.02323406291035,8.311393638551277,0.0228429026197443,3,12,6,21,False,False
2016-03-27 21:30:00,5002.0,37.42044022020525,8.12106521815453,0.0205811312917075,3,12,6,21,False,False
2016-03-27 22:00:00,4936.0,39.81764637750016,7.930736797757786,0.0183193599636709,3,12,6,22,False,False
2016-03-27 22:30:00,4996.0,41.725836712381984,7.778118070598765,0.0166197121634595,3,12,6,22,False,False
2016-03-27 23:00:00,5092.0,43.63402704726381,7.625499343439746,0.0149200643632481,3,12,6,23,False,False
2016-03-27 23:30:00,5671.0,56.95001373165751,7.413595482760454,0.007460032181624,3,12,6,23,False,False
2016-03-28 00:00:00,5393.0,70.2660004160512,7.201691622081162,0.0,3,13,0,0,True,False
2016-03-28 00:30:00,5123.0,70.2660004160512,7.03844344771897,0.0,3,13,0,0,True,False
2016-03-28 01:00:00,4835.0,70.2660004160512,6.875195273356779,0.0,3,13,0,1,True,False
2016-03-28 01:30:00,4811.0,72.49610936371076,6.911480266935548,0.0,3,13,0,1,True,False
2016-03-28 02:00:00,4741.0,74.72621831137033,6.947765260514316,0.0,3,13,0,2,True,False
2016-03-28 02:30:00,4883.0,77.19308129534974,7.252597976278522,0.0,3,13,0,2,True,False
2016-03-28 03:00:00,4601.0,79.65994427932917,7.557430692042727,0.0,3,13,0,3,True,False
2016-03-28 03:30:00,4475.0,80.59143454642222,7.673970564543384,0.0,3,13,0,3,True,False
2016-03-28 04:00:00,4380.0,81.52292481351526,7.790510437044041,0.0,3,13,0,4,True,False
2016-03-28 04:30:00,4340.0,81.64811142952955,7.8151937558199585,3.347194049811957e-05,3,13,0,4,True,False
2016-03-28 05:00:00,4307.0,81.77329804554384,7.839877074595876,6.694388099623914e-05,3,13,0,5,True,False
2016-03-28 05:30:00,4299.0,76.67275852429142,7.993436919849776,0.0009611840330845,3,13,0,5,True,False
2016-03-28 06:00:00,4309.0,71.572219003039,8.146996765103676,0.0018554241851729,3,13,0,6,True,False
2016-03-28 06:30:00,4368.0,71.572219003039,8.834504173964516,0.0020139510030836,3,13,0,6,True,False
2016-03-28 07:00:00,4420.0,71.572219003039,9.522011582825357,0.0021724778209943,3,13,0,7,True,False
2016-03-28 07:30:00,4369.0,68.08965722370493,10.207219781494388,0.0022059497614924,3,13,0,7,True,False
2016-03-28 08:00:00,4426.0,64.60709544437086,10.892427980163417,0.0022394217019905,3,13,0,8,True,False
2016-03-28 08:30:00,4542.0,61.831337184541,11.605833945543234,0.0021168957791804,3,13,0,8,True,False
2016-03-28 09:00:00,4684.0,59.05557892471115,12.31923991092305,0.0019943698563704,3,13,0,9,True,False
2016-03-28 09:30:00,4810.0,57.83315338901245,12.775737543401554,0.0020859527932848,3,13,0,9,True,False
2016-03-28 10:00:00,4839.0,56.61072785331375,13.232235175880056,0.0021775357301993,3,13,0,10,True,False
2016-03-28 10:30:00,4877.0,55.23658120118044,13.59219544430525,0.0025457270756786,3,13,0,10,True,False
2016-03-28 11:00:00,4853.0,53.86243454904712,13.952155712730445,0.0029139184211579,3,13,0,11,True,False
2016-03-28 11:30:00,4807.0,48.31997296651707,14.009625384141888,0.0060489189887987,3,13,0,11,True,False
2016-03-28 12:00:00,4844.0,42.77751138398702,14.067095055553333,0.0091839195564395,3,13,0,12,True,False
2016-03-28 12:30:00,4885.0,42.77751138398702,14.32231568407935,0.0122128328163317,3,13,0,12,True,False
2016-03-28 13:00:00,4791.0,42.77751138398702,14.577536312605368,0.0152417460762239,3,13,0,13,True,False
2016-03-28 13:30:00,4801.0,44.56031388567517,14.604544396072846,0.0150215194923912,3,13,0,13,True,False
2016-03-28 14:00:00,4567.0,46.34311638736333,14.631552479540323,0.0148012929085586,3,13,0,14,True,False
2016-03-28 14:30:00,4642.0,50.5885552458869,14.47326151392098,0.0149914714430741,3,13,0,14,True,False
2016-03-28 15:00:00,4460.0,54.83399410441047,14.314970548301638,0.0151816499775896,3,13,0,15,True,False
2016-03-28 15:30:00,4406.0,58.77130309984375,14.095812394059523,0.0130628191338916,3,13,0,15,True,False
2016-03-28 16:00:00,4288.0,62.70861209527703,13.876654239817409,0.0109439882901937,3,13,0,16,True,False
2016-03-28 16:30:00,4206.0,65.85612044747157,13.487087838640392,0.0101254691239497,3,13,0,16,True,False
2016-03-28 17:00:00,4209.0,69.0036287996661,13.097521437463374,0.0093069499577058,3,13,0,17,True,False
2016-03-28 17:30:00,4204.0,81.5310702129014,12.053420486976746,0.0048543066218416,3,13,0,17,True,False
2016-03-28 18:00:00,4282.0,94.05851162613668,11.009319536490118,0.0004016632859774,3,13,0,18,True,False
2016-03-28 18:30:00,4449.0,94.05851162613668,10.792075932128537,0.0004016632859774,3,13,0,18,True,False
2016-03-28 19:00:00,4678.0,94.05851162613668,10.574832327766952,0.0004016632859774,3,13,0,19,True,False
2016-03-28 19:30:00,4859.0,90.8385969986567,10.327892343149037,0.0005355510479698,3,13,0,19,True,False
2016-03-28 20:00:00,5036.0,87.61868237117672,10.080952358531118,0.0006694388099623,3,13,0,20,True,False
2016-03-28 20:30:00,5199.0,80.90535680653818,9.96020662863364,0.0010711020959397,3,13,0,20,True,False
2016-03-28 21:00:00,5091.0,74.19203124189964,9.839460898736164,0.0014727653819172,3,13,0,21,True,False
2016-03-28 21:30:00,4904.0,69.4998983660476,9.58709494891561,0.0014058215009209,3,13,0,21,True,False
2016-03-28 22:00:00,4761.0,64.80776549019558,9.334728999095056,0.0013388776199247,3,13,0,22,True,False
2016-03-28 22:30:00,4798.0,61.4485842940025,9.222431730530085,0.0012384617984303,3,13,0,22,True,False
2016-03-28 23:00:00,4868.0,58.089403097809424,9.110134461965114,0.001138045976936,3,13,0,23,True,False
2016-03-28 23:30:00,5418.0,49.72254349342553,8.827428120433034,0.000569022988468,3,13,0,23,True,False
2016-03-29 00:00:00,5115.0,41.35568388904165,8.544721778900955,0.0,3,13,1,0,False,False
2016-03-29 00:30:00,4880.0,41.35568388904165,8.505836857573346,0.0,3,13,1,0,False,False
2016-03-29 01:00:00,4665.0,41.35568388904165,8.466951936245735,0.0,3,13,1,1,False,False
2016-03-29 01:30:00,4645.0,41.034544880044045,8.333060868483862,0.0,3,13,1,1,False,False
2016-03-29 02:00:00,4564.0,40.71340587104644,8.199169800721988,0.0,3,13,1,2,False,False
2016-03-29 02:30:00,4725.0,42.12162540825842,8.204699634347453,0.0,3,13,1,2,False,False
2016-03-29 03:00:00,4463.0,43.5298449454704,8.210229467972919,0.0,3,13,1,3,False,False
2016-03-29 03:30:00,4334.0,45.00630425809348,8.256281993777607,0.0,3,13,1,3,False,False
2016-03-29 04:00:00,4219.0,46.48276357071656,8.302334519582296,0.0,3,13,1,4,False,False
2016-03-29 04:30:00,4173.0,48.22574090248982,8.344911776151342,0.0,3,13,1,4,False,False
2016-03-29 05:00:00,4176.0,49.96871823426307,8.38748903272039,0.0,3,13,1,5,False,False
2016-03-29 05:30:00,4292.0,68.08671115154961,8.798298308856968,0.0,3,13,1,5,False,False
2016-03-29 06:00:00,4401.0,86.20470406883614,9.209107584993546,0.0,3,13,1,6,False,False
2016-03-29 06:30:00,4683.0,86.20470406883614,10.093914392712936,0.0,3,13,1,6,False,False
2016-03-29 07:00:00,4985.0,86.20470406883614,10.978721200432323,0.0,3,13,1,7,False,False
2016-03-29 07:30:00,5029.0,84.98427823652051,11.736328085882413,0.0,3,13,1,7,False,False
2016-03-29 08:00:00,5072.0,83.76385240420487,12.4939349713325,0.0,3,13,1,8,False,False
